tweet,labels
gforgent bitch happen comin thru,Offensive Speech
giannaamarieee first call hoe  dont make go sharkeisha ok boo boo,Offensive Speech
giantraiderk oh sneaki son bitch,Offensive Speech
giftedhussl dallyjackson trefreedawg babe thought countsbitch thot,Offensive Speech
ginamariez bitch jessi still love anyway,Offensive Speech
"gingerdemo den enjoy da nite wit color man 2 week let need ta bring da magnum",Offensive Speech
"gingerdemo mi shit like eggplant babi black big enough dat da women get dem piec",Offensive Speech
"gingerdemo riotcast weirdmedicin i want call bout vitaligro aint sho doctor fo da color folk",No Hate and Offensive Speech
"gingerdemo jcapswgr all dem color boy sayin dare babi daddi got protect semen da lock key wrap 2x",Offensive Speech
"gingerdemo mjkeenan doe da n mean negro",Offensive Speech
girlthatsvont dese bitch n shot nigga,Offensive Speech
girlthatsvont wont ima come piss bitch,Offensive Speech
girlthatsvont lol nahh bitch dont put yo life ole cant drink water 8 ass nigga pissinindabedassboy,Offensive Speech
girlthatsvont ainn bitch,Offensive Speech
girlthatsvont shut bitch,Offensive Speech
gjuli dont love hoe,Offensive Speech
gladvillian u want make u one ghetto nunchuck come singl double_end,No Hate and Offensive Speech
gladvillian_ dont get bacon stuf crust tho trash,No Hate and Offensive Speech
glitteredinpink hoe dont tweet,Hate Speech
glodupshawdi manonthe_moon_ _tonydenni lilthickgawdess childishcudl ninathegoat yungrap basic bitch comeback expect,Offensive Speech
gloryyi brooooo miss bitch,Offensive Speech
glynjackson2 rachh_basss grant cracker isnt bad say white person say one slave,Offensive Speech
godaddi hope guy get attack support sopa bunch dirti snake faggot,Hate Speech
gohard_brown your_daddy9 amp xavier bitch,Offensive Speech
gociveix egg spam bitch,Offensive Speech
god_loves_bieb go pray church someth fag one care religi bullshit,Hate Speech
godbody_ream want eat pussi ,Offensive Speech
godsmack_mus itunesmus itun band white trash white trash would buy album,Hate Speech
goldglovetv neither fuck cat pussi,Offensive Speech
goldee_locx lmao real shit though bitch dumb fuck smh,Offensive Speech
goldiemack_ hoe told gonna chop dick  baltimor,Offensive Speech
gonewithkalijah watch 1st season bc want see diff side elijah see thristi hoe use walgreen hair dye,Offensive Speech
gonewithkalijah alway pathet mutt desper seek attent amp purpos matter jp write never chang,No Hate and Offensive Speech
gorgeouscamry_ itsdesha__ man get yo bitch ass mf mention man tht bs u trippin,Offensive Speech
gorgeouscamry_ bitch fck lay wat wanna,Offensive Speech
gorgeouscamry_ fight nah dumb bitch ,Offensive Speech
gorgeouscamry_ ight bitch ima see u,Offensive Speech
gorgeousera come record say hes bitch,Offensive Speech
gorillaleo fuck chicken sandwich ho,Offensive Speech
gossipcop juli tell crybabi black get someon blk dress white facednigg alway whine,Hate Speech
gossipcop jayz bey never bejus trash,No Hate and Offensive Speech
gossipcop screw littl porch monkey,Offensive Speech
gossipcop coon n coon wanna b got except time jail,Offensive Speech
gossipcop idiot except kourt rest slutti ass bitch,Offensive Speech
gossipcop dont fat bitch die,Offensive Speech
govjaynixon u pull amp let ferguson fend week wast manpow r attent hos,Offensive Speech
grandehead got hoe bootleg haha wanna borrow,Offensive Speech
grandehead biiiiitch hoe look perfect haha iight,Offensive Speech
grayse_kelli women get relationship quick wont feel like hoe sex,Offensive Speech
great_whit get bc call tool call hoe bc hoe tool hahahaha im funni,Offensive Speech
greghillwaaf new showthursday jinxi broadcast moon made chunki blue chees know,No Hate and Offensive Speech
greghillwaaf soo put cracker gregg,No Hate and Offensive Speech
gregybal asian pussi,Offensive Speech
grizzboadam wyattnuckel im straight cali kush bitch dont kill vibe,Offensive Speech
grizzboadam wyattnuckel bitch got plan fuck tonight said friday nigga,Offensive Speech
grizzboadam wyattnuckel bitch make plan pussi fart im charg follow deni im doin friday fight,Offensive Speech
grizzboadam wyattnuckel fuck bruh didnt show fuck pussi,Offensive Speech
grizzboadam wyattnuckel haha ight nig calm yoself,Hate Speech
grizzboadam wyattnuckel haha playin nigga fuck bitch make money smoke straight og kush,Offensive Speech
grizzboadam wyattnuckel ight friday nig,Offensive Speech
grizzboadam wyattnuckel friday c burg mall gettin whip like bitch fuck,Offensive Speech
grizzboadam dude fuck faggot friday go bitch set standard make break bitch,Offensive Speech
grizzboadam fuck block white ass tri start shit like fuck queer fuck nigga,Hate Speech
grizzboadam ight nigga haha fuck queer clear schedul,Hate Speech
grizzboadam ight nigga tonight  c burg mall bitch,Offensive Speech
grizzboadam roid rage much faggot,Hate Speech
grizzboadam cri babi back bitch,Offensive Speech
groovy_ear straight hoe wait ,Offensive Speech
grotesmurf0 illmartino svenstweet kangucup3 goh anoniemeaso meet heeft weer pauzenog steed niet bij hoofdstukho haal ik mn id,No Hate and Offensive Speech
growword nigga goin work quit tryin kill nigga vibe broke bitch,Offensive Speech
gutssidi yeah quit bitch edit,Offensive Speech
gutssidi get devil first bitch roast,Offensive Speech
gutierrez_alf legit retard,Hate Speech
gutta_dadon never realli rock white sole feel ya bro favorit foam time ,No Hate and Offensive Speech
gu ive multipl class aint realli rare also dont call teacher bitch twitter,Offensive Speech
gwendolyn thank ni0,Offensive Speech
hagang dirti bitch alway beggin microwav catchup shit mufucka alway like bye falicia,Offensive Speech
hauntingilinski sorryimalex bc taylorcaniff trash would lie told hes real,No Hate and Offensive Speech
hauntingilinski sorryimalex actual think hell lil bitch cant punch potato,Offensive Speech
hbmostdop sodmg_p_cook yall pussi boa,Offensive Speech
hberghatti snkscoyot wonder prog didnt releg young black men ghetto keep away harri reid friend,No Hate and Offensive Speech
hogannohulk_ loadaisha terranc wanna one hoe 5,Offensive Speech
homelessbitch bitch smoke,Offensive Speech
httrdcrise fuck redskin bitch,Offensive Speech
h_townrac shit tell pussi come retir show kareem jackson get respect,Offensive Speech
halaw02 sick muzzi trash jewjitsugrl joedouglas1 darknigh0 blackorchid ,Offensive Speech
haleyjoani lick pussi crack,Offensive Speech
halfbakd_kitten ill finger ur tight pussi slowli youll moan name bbi,Offensive Speech
haliemaranda huntermoor bitch u perfect,Offensive Speech
halleybrenks3 interest hick,No Hate and Offensive Speech
hansolosson bruh realli rock toaster face lmaoooo prolli got 0 bitch man,Offensive Speech
harbiso knw pussi hate u ask tht,Offensive Speech
harleyyyquinn_ trash,No Hate and Offensive Speech
harry_dillema svenstweet wltrrr vraag svenhij denkt hoe lichter van kleur hoe beter het morel kompa werkt ik ben kleurenblind ,Offensive Speech
harrysboyloui curvem laugh joke  big differ bitch,Offensive Speech
harveylevintmz sl9 want got want got americathey got word nigger want,Hate Speech
harveylevintmz sal tryin 2 pull k ferderlinelazi ass son bitch,Offensive Speech
haseenabakhtali stee0 madraq altyd zo geweest hoe vaak men ook zegtdit nooit meerlozewoordenpuntjebijpaaltj vertonen z dierngedrag,No Hate and Offensive Speech
hazeleyedbarbi walk away pussi,Offensive Speech
hbm ill ask question support border jumper support illeg,No Hate and Offensive Speech
hearttbreakerr_ never_reggi capital_screezi u say twat,Offensive Speech
heatherelisep plus trash talk know especi ole miss,No Hate and Offensive Speech
heather_pool go direct flight price done layov fli bitch enough,Offensive Speech
heauxmersimpson im jus tryna vaca away nigger bro,Hate Speech
heavensway_ 2nd last time ill ever call faggot,Offensive Speech
heelsoversneak smh u retard lol,Offensive Speech
heilsidi breezbyya lol caitlyn cant carri 3 retard,Offensive Speech
heilsidi devilgrimz let faggot alreadi cri sleep,Offensive Speech
heilsidi dyldobaggenss whatta fag doin,Offensive Speech
heilsidi ass oreo name thad castl,Offensive Speech
heilsidi sion faggot meh gank pre6 post6 gank still pretti meh hes tank noth special imo mao ,Hate Speech
heilsidi hmu your good go bitch,Offensive Speech
helgasfishtal omg dont even know kimlau sq isi would likelook bird ran hill lol,No Hate and Offensive Speech
hendrixoxo bitch fav retweet,Offensive Speech
hendrixoxo lemm guess wore hilli hick sweatsleg ,No Hate and Offensive Speech
hendrixoxo wtf hoe answer question,Offensive Speech
herfarm steveworkou thedemocrat low info redneck dumbass vote corpor shill idiot like believ dummi,Hate Speech
herfarm move countri teabagg,Hate Speech
herman_nyrblog hes clue heeb,Offensive Speech
hiphopfeeen old old wolf pussi,Offensive Speech
hi__________by omfg pic tranni lmao,Offensive Speech
highofftatianna lol fuck lil bitch aint shit peep  wassup w tho,Offensive Speech
highwayi your bitch,Offensive Speech
hilareejay hate creepi ass doll call dada im like bitch aint yo daddi,Offensive Speech
hilareejay lemm find twitter beefin hoe,Offensive Speech
hillgasm bitch need crutch,Offensive Speech
hippieproblemz pussi poppin headstand ur eat watermelon,Offensive Speech
hipsterbreeez na young bitch got school ,Offensive Speech
hobsondarlen blessjesus amo 33 two walk togeth unless agre differentlevel,No Hate and Offensive Speech
hollowdadonlom god damn chink ,Hate Speech
hollygroveshawn word school flow dumb hoe,Offensive Speech
homohulk fuck hate bitch,Offensive Speech
homohulk told bitch mad even g,Offensive Speech
honchopikaso im tryna bitch soon,Offensive Speech
honchopikaso lmao hell yea love thick bitch amp thick bitch love fat nigga,Offensive Speech
honey_gotbunn bitch know wont ,Offensive Speech
honeysuckle_tav well canon play troll equival pokemon throw new fairi type,No Hate and Offensive Speech
honorchriskyl _tony_soprano2 amen tweet  mm rocket victor charli leav last impress,No Hate and Offensive Speech
hoponthebeast found right good job unfollow btw faggot ,Offensive Speech
hopemcclintock couldv swore everyday jus sayin hoe like 2 day ago im gaywhat next gotta babi wa4,Offensive Speech
horsepower_wil naw nigga got yo bitch tip toe wooden floor ,Offensive Speech
hoskinst saambrown retard,Offensive Speech
hoskinst dammit im one fuck tranni,Offensive Speech
houdiniofcod send fuck challeng quit pussi,Offensive Speech
housecracka meet later reach around charli crist,Offensive Speech
hovaa_ niggerfood niggerperson nigger,Hate Speech
hovaa_ cracker,Offensive Speech
hovaa_ ok wat ever u say whitey u prolli never even seen shaft,Hate Speech
hovaa_ shut lizard faggot nigger cunt,Hate Speech
hovaa_ that logic bitch love use face toilet,Offensive Speech
hovaa_ yellow spot,No Hate and Offensive Speech
hovaa_ ya know slang im racist h8 porch monki,Hate Speech
hovaa_ pet zebra stripey,No Hate and Offensive Speech
hozay__ bitch shut hand flower sell light chang,Offensive Speech
huffingtonpost faggot page cant theyfaggot offend,Hate Speech
huffingtonpost im american dont give 2 shit beaner ship beaner back,Hate Speech
huffingtonpost look like littl porch monkey,No Hate and Offensive Speech
huffingtonpost littl cunt die care,Offensive Speech
huffingtonpost dont bitch shoot sick whore,Hate Speech
hughspliffn hurt hoe like,Offensive Speech
hunglikerobby_ bossbitchdaphn taytuckfuck  bitch account,Offensive Speech
hunglikerobby_ emmadiabet open mind bitch beyon3 craz8,Offensive Speech
hunglikerobby_ tripl bbluedreamm nice dumb bitch put nose busi eat shit white trash hoe,Offensive Speech
hunglikerobby_ tripl bbluedreamm brush let ignor silli hoe shes pregnant hella hormon tryna fuck peopl,Offensive Speech
hunglikerobby_ gay tan bitch juvi made white,Hate Speech
huntermoor dangitstiff bitch look like spongebob,Offensive Speech
huntermoor shelbyritn shelbi pussi beat,Offensive Speech
huntermoor bitch lie,Offensive Speech
huntermoor bout ike coupl hour,No Hate and Offensive Speech
huntermoor drunk bitch use eat ass relax,Offensive Speech
huntermoor finger pussi slowli circular motion,Offensive Speech
huntermoor finger throb pussi,Offensive Speech
huntermoor finger wet throb pussi slowli cum ur finger,Offensive Speech
huntermoor fuck throb pussi slowli,Offensive Speech
huntermoor fuck wet pussi ur huge cock,Offensive Speech
huntermoor happi cuz woke white nigger,Hate Speech
huntermoor hell yeah fuckin sick ass bitch,Offensive Speech
huntermoor pussi ach ur follow bae,Offensive Speech
huntermoor nigger,Hate Speech
huntermoor ratchet bitch would,Offensive Speech
huntermoor juici pussi,Offensive Speech
huntsthewind wonder nsa spook follow,No Hate and Offensive Speech
hunturpl steezeyflow nice ear bitch look like god damn eleph,Offensive Speech
hype im deliv bitch boy anymor,Offensive Speech
sing pussi aint coochi sinc 16 ,Offensive Speech
iambjrap cheffin_curri girltimeusa lilbthebasedgod look like hmmm nigger,Offensive Speech
iamhic chillbhil bitch dick look im fuck beauti,Offensive Speech
iamkingrico dont fight want fight bitch dont know fuck fuck look like nigga pleas,Offensive Speech
iamkingrico nah id never ask guy ride chick what use get troubl trashass bitch,Offensive Speech
iamqueenlatifah plate letz getup deep dish vocal mix nagasaki hiroshima yellow asian flu n emoto ill egg god ,No Hate and Offensive Speech
"iampikey i wonder dare aint color folk dare",No Hate and Offensive Speech
"iampikey well ho di doe thank",Offensive Speech
icbc_worl4 freeblizz_icbc bitch bought son talk bout get em sold,Offensive Speech
icbc_worl4 lol nigga walk hoe look girl dont even wanna buy noth,Offensive Speech
icbc_worl4 hoe,Offensive Speech
idisdummi speak one coher sentenc without sound like nig serious,Hate Speech
iggyazalea joke fug bitch happi uncl snoop even acknowledg nasti ass lmao,Hate Speech
ihop fuck pussi,Offensive Speech
"ihatestevensingi aint show bout dem color diamond talk da radio ani diamond get color stolen",No Hate and Offensive Speech
ihuntgoblin sinatraa_ everi time beat im faggot mayb im better lmao,Offensive Speech
